GEM plant ID,Plant name (English),Owner,Parent (English),Country/area,Region,Subnational unit,Latitude,Longitude,Coordinate accuracy,Plant status,Number of units,Plant age (years),Nominal crude steel capacity (ttpa),Nominal iron capacity (ttpa),Ferronickel capacity (ttpa),Sinter plant capacity (ttpa),Coking plant capacity (ttpa),Pelletizing plant capacity (ttpa),Main production equipment,Workforce size,GEM wiki page
P100000121170,DaehanSteel Noksan steel plant,Daehan Steel Co Ltd,Daehan Steel Co Ltd [100.0%],South Korea,Asia Pacific,South Gyeongsang,35.099098,128.860339,exact,operating,1,18.22,1000.0,0.0,,,,,EAF,253,https://www.gem.wiki/DaehanSteel_Noksan_steel_plant
P100000120645,Daido Steel Chita plant (Tokai),Daido Steel Co Ltd,Daido Steel Co Ltd [100.0%],Japan,Asia Pacific,Aichi,35.016404,136.864744,exact,operating,1,64.0,1500.0,0.0,,,,,EAF,3878,https://www.gem.wiki/Daido_Steel_Chita_plant_(Tokai)
P100000120621,Danieli ABS Pozzuolo del Friuli steel plant,Acciaierie Bertoli Safau SpA,Danieli & C Officine Meccaniche SpA [99.9%]; small shareholder(s) [0.1%],Italy,Europe,Province of Udine,46.008483,13.255117,exact,operating,2,213.0,1500.0,0.0,,,,,EAF,1500,https://www.gem.wiki/Danieli_ABS_Pozzuolo_del_Friuli_steel_plant
P100000120202,Danyang Longjiang Steel Co Ltd,Danyang Longjiang Steel Co Ltd,Hong Kong Qianlong Co Ltd [67.2%]; natural person(s) [32.8%],China,Asia Pacific,Jiangsu,32.027791,119.57706,exact,operating,1,22.59,1500.0,1500.0,,2300.0,,,BF; BOF,671,https://www.gem.wiki/Danyang_Longjiang_Steel_Co_Ltd
P100000120376,Daye Huaxin Industrial Co Ltd,Daye Huaxin Industrial Co Ltd,natural person(s) [56.3%]; Hubei Xinxin Steel Group Co Ltd [21.1%]; Jin Jun'an Investment Group Co Ltd [18.9%]; unknown [3.7%],China,Asia Pacific,Hubei,30.070219,114.926251,exact,operating pre-retirement,2,23.0,1150.0,1200.0,,1320.0,,1000.0,BF; BOF,2407,https://www.gem.wiki/Daye_Huaxin_Industrial_Co_Ltd
P100000120173,Daye Special Steel Co Ltd,Daye SPECIAL Steel Co Ltd,Citic Pacific Special Steel Group Co Ltd [100.0%],China,Asia Pacific,Hubei,30.204603,115.125838,exact,operating,2,19.0,3420.0,3040.0,,,,,BF; BOF; EAF,5146,https://www.gem.wiki/Daye_Special_Steel_Co_Ltd
P100000121072,Daye Xinye Special Steel Co Ltd,natural person(s); Hubei Xinxin Steel Group Co Ltd,Hubei Xinxin Steel Group Co Ltd [100.0%]; natural person(s) [100.0%],China,Asia Pacific,Hubei,30.067469,114.934091,exact,operating,1,26.0,1200.0,500.0,,,,,BF; BOF,1648,https://www.gem.wiki/Daye_Xinye_Special_Steel_Co_Ltd
P100000120911,DCH Dnipro Metallurgical Plant,Dnipro Metallurgical Plant PJSC,small shareholder(s) [2.3%]; Drampisco Limited,Ukraine,Europe,Dnipropetrovsk,48.48079,34.978097,exact,mothballed,2,139.0,0.0,0.0,,,1040.0,,EAF; BF; BOF,2910,https://www.gem.wiki/DCH_Dnipro_Metallurgical_Plant
P100000120726,DEACERO Celaya steel plant,DeAcero SAPI de CV,DeAcero SAPI de CV [100.0%],Mexico,North America,Guanajuato,20.518556,-100.925556,exact,operating,2,28.0,2300.0,0.0,,,,,EAF,500,https://www.gem.wiki/DEACERO_Celaya_steel_plant
P100000120730,DEACERO Ramos Arizpe steel plant,DeAcero SAPI de CV,DeAcero SAPI de CV [100.0%],Mexico,North America,Coahuila,25.511162,-100.961848,exact,operating,2,40.0,2200.0,0.0,,,,,EAF,500,https://www.gem.wiki/DEACERO_Ramos_Arizpe_steel_plant
P100000120121,Delong Steel Co Ltd,DELONG Steel Ltd,British Asia Pan Ruogen International Co Ltd [100.0%],China,Asia Pacific,Hebei,37.086116,114.384832,exact,operating,1,26.0,3000.0,3000.0,,2216.0,,,BF; BOF,3700,https://www.gem.wiki/Delong_Steel_Co_Ltd
P100000121213,Delta Steel Mill Al Qalyubia plant,Delta Steel Mills Co,Metallurgical Industries Holding Co,Egypt,Africa,Al-Qalyubia,30.11843,31.281264,exact,operating,1,79.0,500.0,0.0,,,,250.0,EAF,1448,https://www.gem.wiki/Delta_Steel_Mill_Al_Qalyubia_plant
P100000120438,Deutsche Edelstahlwerke steel plant,Deutsche Edelstahlwerke GmbH,Swiss Steel Holding AG,Germany,Europe,North Rhine-Westphalia,50.922844,8.024006,exact,operating,1,99.0,600.0,0.0,,,,,EAF,800,https://www.gem.wiki/Deutsche_Edelstahlwerke_steel_plant
P100001063160,Devki Group Tororo steel plant,Devki Group,Devki Group [100.0%],Uganda,Africa,unknown,0.681522,34.178037,approximate,announced,1,,0.0,0.0,,,,,BF; BOF,15000,https://www.gem.wiki/Devki_Group_Tororo_steel_plant
P100000120685,Devki Steel Mills Kwale plant,Devki Steel Mills Ltd,Devki Steel Mills Ltd [100.0%],Kenya,Africa,Kwale County,-3.788806,39.316741,exact,operating,1,4.0,1000.0,500.0,,,,,BF; BOF,2500,https://www.gem.wiki/Devki_Steel_Mills_Kwale_plant
P100000120504,Dexin Steel Morowali plant,Dexin Steel Pte Ltd,Best Grace Holdings Pte Ltd [100.0%],Indonesia,Asia Pacific,Central Sulawesi,-2.829514,122.174896,exact,operating,2,6.0,7000.0,4560.0,,,,,BF; BOF,1583,https://www.gem.wiki/Dexin_Steel_Morowali_plant
P100000120868,Diler Iron and Steel Dilovasi plant,Diler Demir Celik Endustri ve Ticaret AŞ,Diler Holding AŞ,Türkiye,Europe,Kocaeli,40.783161,29.533568,exact,operating,1,42.0,1300.0,0.0,,,,,EAF,500,https://www.gem.wiki/Diler_Iron_and_Steel_Dilovasi_plant
P100000121031,Dinson Chivhu iron and steel plant,Dinson Iron & Steel Company Pvt Ltd,TSINGSHAN Holding Group Co Ltd [40.3%]; unknown [24.5%]; Shanghai Decent Investment (Group) Co Ltd [23.7%]; Zhejiang Qingshan Business Management Co Ltd [11.5%],Zimbabwe,Africa,Mashonaland,-18.940658,30.608968,exact,operating,2,1.72,600.0,600.0,,,,,BF; EAF; Steel other/unspecified,2200,https://www.gem.wiki/Dinson_Chivhu_iron_and_steel_plant
P100001082556,Dniprospetstaal Zaporizhzhia steel plant,Dniprospetsstal Plant PJSC,VS energy Structure [47.1%]; Gazaro Ltd [16.5%]; Middleprime Limited Ltd [9.8%]; Crascoda Holdings Ltd [6.7%],Ukraine,Europe,Zaporizhzhia Oblast,47.8599249,35.1613272,exact,operating,1,92.0,1000.0,0.0,,,,,EAF; IF,3500,https://www.gem.wiki/Dniprospetstaal_Zaporizhzhia_steel_plant
P100000120832,Donelektrostal Shakhty steel plant,Donelektrostal LLC,Donelektrostal LLC [100.0%],Russia,Eurasia,Rostov,47.740352,40.18942,approximate,construction,1,,0.0,0.0,,,,,DRI; EAF,700,https://www.gem.wiki/Donelektrostal_Shakhty_steel_plant
P100000120910,Donetsk Metallurgical Plant,Tekhnologicheskiye Investitsii LLC,Tekhnologicheskiye Investitsii LLC [100.0%],Ukraine,Europe,Donetsk,47.982276,37.810634,exact,mothballed,1,24.0,0.0,0.0,,,,,BF,unknown,https://www.gem.wiki/Donetsk_Metallurgical_Plant
P100000120227,Dongbei Special Steel Group Dalian Special Steel Co Ltd,Dongbei Special Steel Group Dalian Special Steel Co Ltd,Ningbo Meishan Free Trade Port Jincheng Shazhou Equity Investment Co Ltd [42.8%]; Wuhu Yinsheng Special Steel Investment Management Partnership LP [31.4%]; unknown [15.9%]; Bengang Steel Plates Co Ltd [9.9%],China,Asia Pacific,Liaoning,39.193697,122.057788,exact,operating,1,57.0,2695.0,1160.0,,,,,BF; BOF; EAF,4543,https://www.gem.wiki/Dongbei_Special_Steel_Group_Dalian_Special_Steel_Co_Ltd
P100000120693,Dongkuk Steel Incheon steel plant,Dongkuk Steel Mill Co Ltd,Dongkuk Steel Mill Co Ltd [100.0%],South Korea,Asia Pacific,Seoul National Capital Area,37.486465,126.638607,exact,operating,1,54.0,2200.0,0.0,,,,,EAF,905,https://www.gem.wiki/Dongkuk_Steel_Incheon_steel_plant
P100000120694,Dongkuk Steel Pohang steel plant,Dongkuk Steel Mill Co Ltd,Dongkuk Steel Mill Co Ltd [100.0%],South Korea,Asia Pacific,North Gyeongsang,36.00147,129.397609,exact,operating,1,35.0,1400.0,0.0,,,,,EAF,905,https://www.gem.wiki/Dongkuk_Steel_Pohang_steel_plant
P100001063403,Dongyuan Dongnan Industrial Co Ltd,Dongyuan Dongnan Industrial Co Ltd,Dongyuan Dongnan Industrial Co Ltd [100.0%],China,Asia Pacific,Guangdong,24.038397,114.873435,exact,operating,1,16.89,720.0,0.0,,,,,EAF,unknown,https://www.gem.wiki/Dongyuan_Dongnan_Industrial_Co_Ltd
P100000120898,Dragon Steel Taichung steel plant,Dragon Steel Corp,China Steel Corp [100.0%],Taiwan,Asia Pacific,Taichung,24.226897,120.493911,exact,operating,1,33.0,6081.0,5000.0,,6200.0,2118.0,,BF; BOF; EAF,3224,https://www.gem.wiki/Dragon_Steel_Taichung_steel_plant
P100000121209,DST Nghi Son steel plant,DST Nghi Son Iron and Steel JSC,DST Nghi Son Iron and Steel JSC [100.0%],Vietnam,Asia Pacific,Thanh Hoa,19.367379,105.675841,approximate,construction,1,,0.0,0.0,,,,,EAF,10000,https://www.gem.wiki/DST_Nghi_Son_steel_plant
P100000120640,Duferco Travi e Profilati San Zeno Naviglio steel plant,Duferco Travi e Profilati SpA,Duferco Participations Holding SA,Italy,Europe,Province of Brescia,45.478363,10.209234,exact,operating,1,22.0,950.0,0.0,,,,,EAF,214,https://www.gem.wiki/Duferco_Travi_e_Profilati_San_Zeno_Naviglio_steel_plant
P100000120901,E Top Metal Changhua steel plant,E-Top Metal Co Ltd,Taiwan Steel Group,Taiwan,Asia Pacific,Changhua,24.167872,120.505482,exact,operating,1,23.0,600.0,0.0,,,,,EAF,280,https://www.gem.wiki/E_Top_Metal_Changhua_steel_plant
P100000120747,Eastern Steel Kemaman plant,Eastern Steel Sdn Bhd,Beijing Jianlong Investment Co Ltd; Hiap Teck Venture Bhd; unknown,Malaysia,Asia Pacific,Terengganu,4.285062,103.432551,exact,operating,2,11.0,2700.0,2400.0,,,800.0,,BF; BOF; Steel other/unspecified,2600,https://www.gem.wiki/Eastern_Steel_Kemaman_plant
P100000120826,Ecolant steel plant,Ecolant LLC,Ekoinvest LLC [45.6%]; Lanafinans LLC [45.6%]; Oninvest LLC [4.8%]; small shareholder(s) [4.0%],Russia,Eurasia,Nizhny Novgorod,55.286989,42.169516,exact,construction,1,0.0,0.0,0.0,,,,,DRI; EAF,700,https://www.gem.wiki/Ecolant_steel_plant
P100000120869,Ege Steel Aliaga plant,Ege Celik Endustrisi Sanayi ve Ticaret AŞ,natural person(s) [98.0%]; small shareholder(s) [2.0%],Türkiye,Europe,İzmir,38.728005,26.940095,exact,operating,2,25.0,1200.0,0.0,,,,,EAF,999,https://www.gem.wiki/Ege_Steel_Aliaga_plant
P100000120443,Egyptian American Steel Rolling Company Sadat City plant,Egyptian American Steel Rolling Company SAE,Beshay Steel; National Service Products Organization,Egypt,Africa,Menofia,30.389174,30.571894,exact,operating,1,28.0,1200.0,0.0,,,,,EAF,1750,https://www.gem.wiki/Egyptian_American_Steel_Rolling_Company_Sadat_City_plant
P100000120444,Egyptian Iron & Steel Company Cairo plant,Egyptian Iron & Steel Co,Egyptian Iron & Steel Co [100.0%],Egypt,Africa,Cairo,29.774458,31.312013,exact,retired,1,64.0,0.0,0.0,,3000.0,,,BF; BOF,unknown,https://www.gem.wiki/Egyptian_Iron_&_Steel_Company_Cairo_plant
P100000120445,Egyptian Sponge Iron and Steel Company Sadat City plant,Egyptian Sponge Iron & Steel Company SAE,National Service Products Organization [24.0%]; Beshay Steel,Egypt,Africa,Menofia,30.393079,30.58773,exact,operating,1,18.0,3000.0,1800.0,,,,,DRI; EAF,1500,https://www.gem.wiki/Egyptian_Sponge_Iron_and_Steel_Company_Sadat_City_plant
P100000120450,Egyptian Steel Ain Sokhna plant,Egyptian Steel Group,Al Ezz Dekheila Steel Company Alexandria SAE [18.0%]; National Service Project Organization,Egypt,Africa,Suez,29.64769,32.2789,exact,operating,1,8.0,830.0,0.0,,,,,EAF,700,https://www.gem.wiki/Egyptian_Steel_Ain_Sokhna_plant
P100000120451,Egyptian Steel Beni Suef plant,Egyptian Steel Group,Al Ezz Dekheila Steel Company Alexandria SAE [18.0%]; National Service Project Organization,Egypt,Africa,Beni Suef,29.15243,31.24911,exact,operating,1,8.0,830.0,0.0,,,,,EAF,700,https://www.gem.wiki/Egyptian_Steel_Beni_Suef_plant
P100000120870,Ekinciler Iron and Steel Iskenderun plant,Ekinciler Demir ve Celik Sanayi AŞ,Ekinciler Holding AŞ,Türkiye,Europe,Hatay,36.690115,36.205739,exact,operating,1,37.0,1250.0,0.0,,,,,EAF,unknown,https://www.gem.wiki/Ekinciler_Iron_and_Steel_Iskenderun_plant
P100000121233,Ekos Steel Dukem plant,Ekos Steel Mill PLC,Ekos Steel Mill PLC [100.0%],Ethiopia,Africa,Oromia,8.781155,38.932065,exact,cancelled,1,8.0,0.0,0.0,,,,,EAF,300,https://www.gem.wiki/Ekos_Steel_Dukem_plant
P100001042874,El Fouladh Steel Plant,Government of Tunisia,Government of Tunisia [100.0%],Tunisia,Africa,unknown,37.13763,9.81281,exact,operating,2,64.0,200.0,0.0,,,,,EAF,869,https://www.gem.wiki/El_Fouladh_Steel_Plant
P100000121251,Electra iron plant,Electrasteel Inc,Electrasteel Inc [100.0%],United States,North America,Colorado,40.06301,-105.221982,exact,construction,1,,0.0,0.0,,,,,Iron other/unspecified,unknown,https://www.gem.wiki/Electra_iron_plant
P100000120534,Electrosteel Bokaro steel plant,ESL Steel Ltd,Vedanta Ltd [95.5%]; small shareholder(s) [4.5%],India,Asia Pacific,Jharkhand,23.632907,86.293671,exact,operating,2,20.0,1500.0,1568.0,,2744.0,500.0,,BF; BOF; Steel other/unspecified,8895,https://www.gem.wiki/Electrosteel_Bokaro_steel_plant
P100000121207,Electrosteel Castings Srikalahasthi steel plant,Electrosteel Castings Ltd,Electrosteel Castings Ltd [100.0%],India,Asia Pacific,Andhra Pradesh,13.717188,79.630588,exact,operating,4,32.0,0.0,575.0,,500.0,280.0,,BF; IF,unknown,https://www.gem.wiki/Electrosteel_Castings_Srikalahasthi_steel_plant
P100000120001,Emsteel Abu Dhabi steel plant,Emsteel Building Materials PJSC,Emsteel Building Materials PJSC [100.0%],United Arab Emirates,Middle East,Abu Dhabi,24.322033,54.467987,exact,operating,1,23.0,3500.0,4200.0,,,,,DRI; EAF,3703,https://www.gem.wiki/Emsteel_Abu_Dhabi_steel_plant
P100000121100,Eqlid Steel Pars plant,Eqlid Pars Steel Co,Eqlid Pars Steel Co [100.0%],Iran,Middle East,Fars,30.944867,52.892849,exact,construction,2,,0.0,0.0,,,,,EAF; DRI,unknown,https://www.gem.wiki/Eqlid_Steel_Pars_plant
P100000120871,Erdemir Eregli steel plant,Eregli Demir ve Celik Fabrikalari AŞ,Eregli Demir ve Celik Fabrikalari AŞ [100.0%],Türkiye,Europe,Zonguldak,41.261469,31.420106,exact,operating,3,61.0,3801.0,3575.0,,,800.0,,BF; BOF; EAF,5600,https://www.gem.wiki/Erdemir_Eregli_steel_plant
P100001025570,ERG Baowu Rudny HBI plant,Eurasian Resources Group SARL; China Baowu Steel Group Co Ltd,China Baowu Steel Group Co Ltd [100.0%]; Eurasian Resources Group SARL [100.0%],Kazakhstan,Eurasia,Kostanay,52.9775332,63.1825737,approximate,announced,1,,0.0,0.0,,,,,DRI,1000,https://www.gem.wiki/ERG_Baowu_Rudny_HBI_plant
P100000120436,ESF Elbe Stahlwerke Feralpi Riesa steel plant,ESF Elbe-Stahlwerke Feralpi GmbH,Feralpi Holding SpA,Germany,Europe,Saxony,51.3128,13.280386,exact,operating,1,34.0,1400.0,0.0,,,,,EAF,737,https://www.gem.wiki/ESF_Elbe_Stahlwerke_Feralpi_Riesa_steel_plant
P100000120580,Esfahan Steel Isfahan plant,Esfahan Steel Co,Iranian Mines & Mining Industries Development & Renovation Organization,Iran,Middle East,Isfahan,32.418304,51.331314,exact,operating,2,55.0,3600.0,3565.0,,,2035.0,,BF; BOF; EAF,890,https://www.gem.wiki/Esfahan_Steel_Isfahan_plant
P100000121153,ESM Mutún steel plant,Empresa Siderúrgica del Mutún SA,Empresa Siderúrgica del Mutún SA [100.0%],Bolivia,Central & South America,Santa Cruz,-19.137325,-57.880605,exact,operating,2,0.97,200.0,250.0,,,,400.0,DRI; EAF,700,https://www.gem.wiki/ESM_Mutún_steel_plant
P100000120842,Essar Ras Al Khair steel plant,Essar Global Fund Ltd,Triton Trust; Virgo Trust,Saudi Arabia,Middle East,Eastern Province,27.544749,49.208103,approximate,announced,1,,0.0,0.0,,,,,DRI; EAF,unknown,https://www.gem.wiki/Essar_Ras_Al_Khair_steel_plant
P100000120744,Esteel Antara Labuan iron plant,Antara Steel Mills Sdn Bhd,Green Esteel Pte Ltd [100.0%],Malaysia,Asia Pacific,Labuan Island,5.253839,115.242717,exact,operating,1,42.0,0.0,900.0,,,,,DRI,unknown,https://www.gem.wiki/Esteel_Antara_Labuan_iron_plant
P100000120743,Esteel Eden Flame Johor steel plant,Eden Flame Sdn Bhd,Green Esteel Pte Ltd [100.0%],Malaysia,Asia Pacific,Johor,1.451512,103.917306,exact,operating,1,33.0,1050.0,0.0,,,,,EAF,unknown,https://www.gem.wiki/Esteel_Eden_Flame_Johor_steel_plant
P100000121208,Esteel Sabah steel plant,Esteel Enterprise Sabah Sdn Bhd,Green Esteel Pte Ltd,Malaysia,Asia Pacific,Sabah,6.104211,116.202218,exact,construction,2,0.0,0.0,0.0,,,,,DRI,1752,https://www.gem.wiki/Esteel_Sabah_steel_plant
P100000120442,ETRHB Annaba steel plant,ETRHB Industrie SpA,ETRHB Industrie SpA [100.0%],Algeria,Africa,Annaba,36.834412,7.45494,approximate,cancelled,1,,0.0,0.0,,,,,EAF,unknown,https://www.gem.wiki/ETRHB_Annaba_steel_plant
P100000121195,Evonith Metallics Wardha steel plant,Evonith Metallics Ltd,Nithia Capital Resources Advisors LLP [55.7%]; AB CarVal Investors LP [44.3%],India,Asia Pacific,Maharashtra,20.704605,78.620293,exact,operating,2,32.0,0.0,1400.0,,1500.0,,,BF; BOF,423,https://www.gem.wiki/Evonith_Metallics_Wardha_steel_plant
P100000121236,Evonith Value Steel Wardha steel plant,Evonith Metallics Ltd,Nithia Capital Resources Advisors LLP [55.7%]; AB CarVal Investors LP [44.3%],India,Asia Pacific,Maharashtra,20.696412,78.638548,exact,operating,1,56.0,1080.0,0.0,,,,,EAF,898,https://www.gem.wiki/Evonith_Value_Steel_Wardha_steel_plant
P100000120811,Evraz NTMK steel plant,Evraz NTMK JSC,EVRAZ PLC [100.0%],Russia,Eurasia,Sverdlovsk,57.922851,60.033543,exact,operating,2,86.0,4400.0,5050.0,,,2300.0,,BF; BOF,14006,https://www.gem.wiki/Evraz_NTMK_steel_plant
P100000120822,Evraz ZSMK steel plant,Evraz ZSMK JSC,EVRAZ PLC [100.0%],Russia,Eurasia,Kemerovskaya,53.88618,87.257618,exact,operating,5,94.0,8760.0,5030.0,,7200.0,5210.0,,BF; BOF; EAF,22507,https://www.gem.wiki/Evraz_ZSMK_steel_plant
P100000120177,Ezhou Hongtai Steel Co Ltd,Ezhou Hongtai Steel Co Ltd,Hubei Jinshenglan Metallurgical Technology Co Ltd [62.6%]; Yuncheng Investment (Fujian) Co Ltd [9.1%]; Fujian Yongxinqi Investment Co Ltd [6.8%]; Fujian Taisong Investment Co Ltd [4.9%]; Fujian Jinkun Investment Co Ltd [4.2%]; Fuzhou Deyu Investment Co Ltd [3.6%]; Fujian Qikun Investment Co Ltd [2.5%]; Fujian Hongyao Investment Co Ltd [2.4%]; Fujian Shunle Investment Co Ltd [1.9%]; unknown [1.9%],China,Asia Pacific,Hubei,30.532352,114.747597,exact,retired,2,22.75,0.0,0.0,,,,,EAF,unknown,https://www.gem.wiki/Ezhou_Hongtai_Steel_Co_Ltd
P100000120447,Ezz Flat Steel Ain Sokhna plant,Al Ezz Flat Steel Company SAE,Ezz Steel Co [64.1%]; unknown [35.9%],Egypt,Africa,Suez,29.692045,32.322117,exact,operating,1,28.0,2880.0,1950.0,,,,,DRI; EAF,2000,https://www.gem.wiki/Ezz_Flat_Steel_Ain_Sokhna_plant
P100000120448,Ezz Steel Rebar Sadat City plant,Ezz Steel Co,Ezz Steel Co [100.0%],Egypt,Africa,Menofia,30.382179,30.563029,exact,operating,1,32.0,900.0,0.0,,,,,EAF,2000,https://www.gem.wiki/Ezz_Steel_Rebar_Sadat_City_plant
P100000121226,F&F Steel Erbil plant,F&F Steel,Barz Group; Hend Steel Co,Iraq,Middle East,Kurdistan,36.113741,43.979714,exact,operating,1,12.47,600.0,0.0,,,,,EAF,unknown,https://www.gem.wiki/F&F_Steel_Erbil_plant
P100001043026,Faizan Steel Karachi steel plant,Faizan Steel,Faizan Steel [100.0%],Pakistan,Asia Pacific,Sindh,24.897652,66.985678,exact,operating,2,16.0,365.0,0.0,,,,,IF,unknown,https://www.gem.wiki/Faizan_Steel_Karachi_steel_plant
P100000120371,Fangchenggang Jinxi Steel Technology Co Ltd,Fangchenggang Jinxi Steel Technology Co Ltd,Qian'an City Jiujiang Wire Co Ltd [100.0%],China,Asia Pacific,Guangxi,21.646525,108.369582,approximate,cancelled,1,,0.0,0.0,,,,,BF; BOF,unknown,https://www.gem.wiki/Fangchenggang_Jinxi_Steel_Technology_Co_Ltd
P100000120211,Fangda Special Steel Technology Co Ltd,Fangda Special Steel Technology Co Ltd,Fangda Special Steel Technology Co Ltd [100.0%],China,Asia Pacific,Jiangxi,28.645441,115.99204,exact,operating,1,67.55,2800.0,3150.0,,3843.0,,,BF; BOF,5474,https://www.gem.wiki/Fangda_Special_Steel_Technology_Co_Ltd
P100000121101,Fasa Steel Complex Fars,Fasa Steel Complex Co,Fasa Steel Complex Co [100.0%],Iran,Middle East,Fars,28.977453,53.867836,exact,construction,2,,0.0,0.0,,,,2700.0,EAF; DRI,3000,https://www.gem.wiki/Fasa_Steel_Complex_Fars
P100000120899,Feng Hsin Taichung Steel plant,Feng Hsin Steel Co Ltd,Feng Hsin Steel Co Ltd [100.0%],Taiwan,Asia Pacific,Taichung,24.31287,120.712774,exact,operating,1,55.0,1800.0,0.0,,,,,EAF,894,https://www.gem.wiki/Feng_Hsin_Taichung_Steel_plant
P100001063598,Fengshun Changsheng Special Steel Casting Co Ltd Qingyuan Branch,Fengshun Changsheng Precision Steel Casting Co Ltd,Fengshun Changsheng Precision Steel Casting Co Ltd [100.0%],China,Asia Pacific,Guangdong,23.507015,112.953822,approximate,operating,1,17.0,620.0,0.0,,,,,EAF,150,https://www.gem.wiki/Fengshun_Changsheng_Special_Steel_Casting_Co_Ltd_Qingyuan_Branch
P100001063602,Fengshun County Agricultural Machinery Continuous Casting Co,Fengshun County Agricultural Machinery Continuous Casting Co,Fengshun County Agricultural Machinery Continuous Casting Co [100.0%],China,Asia Pacific,Guangdong,23.748318,116.13985,exact,operating,1,22.85,720.0,0.0,,,,,EAF,56,https://www.gem.wiki/Fengshun_County_Agricultural_Machinery_Continuous_Casting_Co
P100001063619,Fengshun County Dongfang Metal Continuous Casting Co Ltd,Fengshun County Dongfang Metal Casting Co Ltd,Fengshun County Dongfang Metal Casting Co Ltd [100.0%],China,Asia Pacific,Guangdong,23.749104,116.138262,exact,operating,1,22.6,930.0,0.0,,,,,EAF,150,https://www.gem.wiki/Fengshun_County_Dongfang_Metal_Continuous_Casting_Co_Ltd
P100001063490,Fengshun County Hongbao Industrial Co Ltd,Fengshun County Hongbao Industrial Co Ltd,Fengshun County Hongbao Industrial Co Ltd [100.0%],China,Asia Pacific,Guangdong,23.720136,115.949449,exact,operating,1,32.93,720.0,0.0,,,,,EAF,70,https://www.gem.wiki/Fengshun_County_Hongbao_Industrial_Co_Ltd
P100001063483,Fengshun Yongshun Continuous Casting Plant,Fengshun Yongshun Continuous Casting Plant,Fengshun Yongshun Continuous Casting Plant [100.0%],China,Asia Pacific,Guangdong,23.747173,116.126241,exact,operating,1,19.27,720.0,0.0,,,,,EAF,unknown,https://www.gem.wiki/Fengshun_Yongshun_Continuous_Casting_Plant
